PASA BAHCE;4524;22929;814;2;14.4383;28.8767
PASA BAHCE;4551;26565;817;9;11.9731;107.7577
PASA BAHCE;4582;26430;822;5;31.7611;158.8055
PASA BAHCE;4723;9817;849;6;7.2034;43.2205
PASA BAHCE;4771;11164;859;2;1.3161;2.6322
PASA BAHCE;4894;5275;883;7;14.9876;104.9131
PASA BAHCE;4896;6010;883;8;8.9890;71.9118
PASA BAHCE;4953;16998;894;10;17.9877;179.8766
PASA BAHCE;5028;1083;907;7;45.0118;315.0825
PASA BAHCE;5313;12086;960;5;46.5508;232.7539
PASA BAHCE;5678;14469;1025;7;13.5762;95.0332
PASA BAHCE;5831;11534;1053;1;40.4688;40.4688
PASA BAHCE;5842;11533;1056;5;47.9381;239.6907
PASA BAHCE;5963;9915;1080;1;15.4133;15.4133
PASA BAHCE;6070;19151;1099;6;9.5789;57.4734
PASA BAHCE;6085;15275;1102;9;13.6845;123.1603
PASA BAHCE;6116;26103;1109;7;14.5086;101.5600
PASA BAHCE;6163;11164;1116;3;1.3455;4.0364
PASA BAHCE;6244;13816;1130;9;11.6135;104.5219
PASA BAHCE;6286;4519;1140;9;11.2593;101.3340
PASA BAHCE;6521;25023;1178;1;28.4779;28.4779
PASA BAHCE;6557;11531;1183;10;39.3087;393.0869
PASA BAHCE;6563;11621;1183;3;46.9096;140.7288
PASA BAHCE;6566;24273;1184;6;11.6274;69.7647
PASA BAHCE;6680;26427;1203;5;13.1815;65.9073
PASA BAHCE;6685;5276;1204;9;3.2778;29.5001
PASA BAHCE;6734;11531;1212;1;41.6141;41.6141
PASA BAHCE;6833;22000;1230;10;45.2024;452.0244
PASA BAHCE;6920;18493;1243;10;73.5543;735.5432
PASA BAHCE;7009;4932;1262;10;33.3888;333.8876
PASA BAHCE;7021;28009;1263;7;9.8505;68.9534
PASA BAHCE;7101;18760;1276;10;20.1640;201.6402
PASA BAHCE;7139;16997;1283;7;7.4537;52.1762
PASA BAHCE;7142;22935;1283;6;9.0977;54.5863
PASA BAHCE;7175;11623;1292;4;20.8569;83.4277
PASA BAHCE;7190;15771;1294;6;2.7883;16.7301
PASA BAHCE;7466;7272;1347;6;13.3648;80.1890
PASA BAHCE;7599;4522;1372;4;13.2691;53.0765
PASA BAHCE;7657;26733;1385;10;4.8648;48.6478
PASA BAHCE;7674;18887;1387;5;12.1724;60.8619
PASA BAHCE;7723;1083;1395;5;44.4347;222.1734
PASA BAHCE;7724;5273;1395;4;24.4462;97.7849
PASA BAHCE;7731;6006;1396;2;9.9117;19.8234
PASA BAHCE;7803;4985;1407;8;3.6008;28.8062
PASA BAHCE;7807;26047;1407;6;14.8379;89.0271
PASA BAHCE;7891;9508;1421;3;15.6483;46.9448
PASA BAHCE;7957;22930;1435;2;11.1225;22.2450
PASA BAHCE;8046;14474;1453;6;13.8218;82.9309
PASA BAHCE;8050;12656;1454;10;10.3056;103.0564
PASA BAHCE;8169;2311;1476;9;66.3852;597.4670
PASA BAHCE;8300;13816;1498;8;11.5582;92.4653
PASA BAHCE;8323;11164;1503;7;1.2573;8.8010
PASA BAHCE;8331;11532;1505;8;1.7881;14.3047
PASA BAHCE;8347;20560;1509;5;19.4484;97.2422
PASA BAHCE;8388;26427;1516;3;12.1413;36.4239
PASA BAHCE;8448;15242;1525;2;13.3505;26.7011
PASA BAHCE;8449;22502;1525;7;33.7572;236.3001
PASA BAHCE;8453;2917;1527;8;11.4382;91.5056
PASA BAHCE;8507;5264;1536;3;33.5189;100.5566
PASA BAHCE;8643;11235;1562;4;4.4712;17.8847
PASA BAHCE;8646;2974;1563;8;54.5234;436.1869
PASA BAHCE;8693;15250;1573;8;8.6618;69.2945
PASA BAHCE;8754;26424;1584;6;13.7234;82.3405
PASA BAHCE;8862;5274;1602;5;9.2384;46.1920
PASA BAHCE;8888;26566;1607;10;31.9654;319.6537
PASA BAHCE;8962;4934;1623;9;16.7045;150.3402
PASA BAHCE;9007;26104;1632;1;12.3178;12.3178
PASA BAHCE;28;7765;6;1;41.6383;41.6383
PASA BAHCE;457;4044;80;10;9.0795;90.7950
PASA BAHCE;472;15247;83;6;15.1230;90.7379
PASA BAHCE;527;18760;94;3;19.6615;58.9846
PASA BAHCE;562;11162;98;6;15.4075;92.4447
PASA BAHCE;635;4334;112;7;4.1336;28.9349
PASA BAHCE;738;26046;132;7;16.7198;117.0388
PASA BAHCE;747;6009;133;7;15.6044;109.2306
PASA BAHCE;821;18760;145;9;19.9104;179.1935
PASA BAHCE;853;5278;153;4;28.9654;115.8616
PASA BAHCE;903;26422;161;8;3.7843;30.2744
PASA BAHCE;912;19159;162;2;4.1954;8.3908
PASA BAHCE;930;4047;165;7;25.0623;175.4360
PASA BAHCE;944;28013;167;5;5.6729;28.3646
PASA BAHCE;980;21642;177;7;28.9421;202.5946
PASA BAHCE;1162;21329;207;5;16.0835;80.4173
PASA BAHCE;1170;3860;209;1;7.2677;7.2677
PASA BAHCE;1249;26422;222;1;4.3349;4.3349
PASA BAHCE;1464;21329;264;8;15.4457;123.5653
PASA BAHCE;1485;8020;267;9;46.5629;419.0660
PASA BAHCE;1494;5269;268;1;7.7219;7.7219
PASA BAHCE;1558;4551;280;5;25.3418;126.7088
PASA BAHCE;1595;19155;285;9;11.4177;102.7597
PASA BAHCE;1609;28015;289;3;8.0942;24.2827
PASA BAHCE;1619;19160;290;6;40.4118;242.4707
PASA BAHCE;1737;15112;309;2;10.5350;21.0701
PASA BAHCE;1758;5278;313;9;33.8438;304.5942
PASA BAHCE;1817;11772;325;6;12.2628;73.5767
PASA BAHCE;1852;20678;329;6;13.1547;78.9284
PASA BAHCE;1897;9420;336;8;38.1523;305.2185
PASA BAHCE;1960;775;347;5;7.9258;39.6289
PASA BAHCE;2006;21639;356;2;0.8480;1.6961
PASA BAHCE;2020;10528;357;8;65.0165;520.1317
PASA BAHCE;2050;26920;362;7;9.4037;65.8259
PASA BAHCE;2079;13981;367;4;61.0122;244.0488
PASA BAHCE;2087;13822;368;2;11.6743;23.3486
PASA BAHCE;2130;775;377;4;7.9861;31.9445
PASA BAHCE;2136;2964;378;5;1.4694;7.3468
PASA BAHCE;2192;7070;388;5;6.2648;31.3239
PASA BAHCE;2230;5277;393;3;4.7213;14.1639
PASA BAHCE;2274;26047;400;6;13.4180;80.5079
PASA BAHCE;2294;6009;402;6;16.8505;101.1030
PASA BAHCE;2354;16997;414;7;7.7945;54.5613
PASA BAHCE;2356;8655;414;10;4.5000;44.9998
PASA BAHCE;2388;10531;420;3;42.4617;127.3851
PASA BAHCE;2487;6025;435;9;21.6269;194.6421
PASA BAHCE;2545;5281;446;3;19.1320;57.3961
PASA BAHCE;2820;11167;499;5;4.0756;20.3781
PASA BAHCE;3023;15244;535;1;6.4376;6.4376
PASA BAHCE;3039;26422;536;7;3.8284;26.7990
PASA BAHCE;3156;18492;557;5;7.4156;37.0782
PASA BAHCE;3192;8678;564;6;11.5301;69.1806
PASA BAHCE;3201;2917;565;6;12.1484;72.8904
PASA BAHCE;3350;7272;591;9;12.3466;111.1193
PASA BAHCE;3380;22000;596;8;51.3946;411.1565
PASA BAHCE;3495;22004;617;8;3.9319;31.4553
PASA BAHCE;3542;7272;626;7;12.3443;86.4103
PASA BAHCE;3744;8682;665;9;2.9973;26.9755
PASA BAHCE;3776;5488;669;7;27.1330;189.9307
PASA BAHCE;3795;11772;671;8;12.0647;96.5174
PASA BAHCE;4182;11660;749;3;4.8496;14.5488
PASA BAHCE;4252;26563;761;3;10.0432;30.1295
PASA BAHCE;4270;14475;765;4;33.5040;134.0161
PASA BAHCE;4320;1134;775;8;1.0867;8.6939
PASA BAHCE;4342;20678;778;10;15.3205;153.2051
PASA BAHCE;4384;5282;787;3;15.3164;45.9491
PASA BAHCE;4418;15249;793;5;26.0011;130.0057
PASA BAHCE;4480;28016;805;5;5.1381;25.6906
PASA BAHCE;9835;26429;1773;7;26.5345;185.7415
PASA BAHCE;10000;19152;1801;5;10.6737;53.3687
PASA BAHCE;10040;9511;1809;10;14.8015;148.0153
PASA BAHCE;10207;11532;1839;2;1.6487;3.2974
PASA BAHCE;10250;934;1849;3;11.9291;35.7872
PASA BAHCE;10314;10531;1861;2;43.2382;86.4764
PASA BAHCE;10380;14463;1875;3;25.5456;76.6369
PASA BAHCE;10409;3007;1878;5;17.5728;87.8638
PASA BAHCE;10536;15771;1898;2;2.9910;5.9819
PASA BAHCE;10578;671;1906;7;5.2217;36.5516
PASA BAHCE;10684;4543;1927;5;13.5989;67.9946
PASA BAHCE;10750;1715;1937;4;2.2798;9.1190
PASA BAHCE;10784;24673;1942;8;4.3064;34.4509
PASA BAHCE;10789;11891;1943;7;5.0939;35.6576
PASA BAHCE;10803;11165;1945;5;28.9504;144.7518
PASA BAHCE;10827;27169;1950;6;68.2397;409.4384
PASA BAHCE;10902;11484;1963;3;7.0549;21.1646
PASA BAHCE;11056;11660;1988;8;5.3193;42.5547
PASA BAHCE;11085;3897;1996;10;6.7422;67.4217
PASA BAHCE;11107;26421;2000;8;15.8939;127.1509
PASA BAHCE;11156;3582;2008;8;6.2164;49.7310
PASA BAHCE;11192;26426;2014;1;11.6858;11.6858
PASA BAHCE;11250;22930;2025;7;12.3842;86.6897
PASA BAHCE;11309;12217;2035;9;13.3815;120.4339
PASA BAHCE;11457;7765;2063;1;36.6772;36.6772
PASA BAHCE;11504;4543;2070;5;14.9572;74.7861
PASA BAHCE;11507;22902;2071;10;60.9134;609.1340
PASA BAHCE;11523;22091;2075;7;3.7951;26.5654
PASA BAHCE;11549;26102;2080;7;21.7831;152.4816
PASA BAHCE;11576;28009;2085;1;10.4952;10.4952
PASA BAHCE;11599;19152;2089;6;10.7757;64.6543
PASA BAHCE;11728;4982;2115;4;1.7916;7.1663
PASA BAHCE;11960;7338;2157;7;2.5230;17.6613
PASA BAHCE;12081;9710;2179;10;8.6761;86.7610
